,ErrCode,StartTime
96,E620002L,2017-03-03 14:23:42
97,E630224L,2017-03-03 14:34:40
98,E630224L,2017-03-03 14:40:33
99,E750100L,2017-03-03 15:03:39
100,E620002L,2017-03-03 15:10:54
101,E620003L,2017-03-03 15:20:46
102,E620029L,2017-03-03 15:20:46
103,E601043L,2017-03-03 15:21:17
104,E601043L,2017-03-03 15:40:48
105,E620029L,2017-03-03 15:40:48
106,E602017L,2017-03-03 15:42:17
107,E630224L,2017-03-03 16:13:52
108,E630224L,2017-03-03 17:04:26
109,E620002L,2017-03-03 17:04:41
110,E630224L,2017-03-03 17:13:17
111,E630224L,2017-03-03 17:29:43
112,E630224L,2017-03-03 17:37:23
113,E630224L,2017-03-03 17:58:30
114,E620002L,2017-03-03 18:08:17
115,E620002L,2017-03-03 18:18:10
116,E620002L,2017-03-03 18:39:45
117,E620002L,2017-03-03 18:44:44
118,E620002L,2017-03-03 18:47:08
119,E620002L,2017-03-03 19:10:10
120,E620002L,2017-03-03 19:18:56
121,E620002L,2017-03-03 19:41:24
122,E620002L,2017-03-03 20:50:03
123,E620002L,2017-03-03 23:47:10
124,E620002L,2017-03-04 00:06:55
125,E620002L,2017-03-04 00:16:38
126,E620002L,2017-03-04 01:09:58
127,E620002L,2017-03-04 01:13:20
128,E620002L,2017-03-04 03:16:19
129,E620002L,2017-03-04 03:22:57
130,E620002L,2017-03-04 03:44:57
131,E620002L,2017-03-04 04:10:29
132,E620002L,2017-03-04 04:15:58
133,E620002L,2017-03-04 04:18:30
134,E620002L,2017-03-04 04:23:32
135,E620002L,2017-03-04 05:07:27
136,E620002L,2017-03-04 05:13:49
137,E620003L,2017-03-04 05:21:28
138,E620029L,2017-03-04 05:21:33
139,E601043L,2017-03-04 05:21:35
140,E620003L,2017-03-04 05:56:04
141,E620029L,2017-03-04 05:56:07
142,E601043L,2017-03-04 05:56:09
143,E602017L,2017-03-04 05:57:50
144,E620002L,2017-03-04 07:00:14
145,E620002L,2017-03-04 07:35:02
146,E620002L,2017-03-04 09:16:27
147,E620002L,2017-03-04 12:03:41
148,E620002L,2017-03-04 13:46:52
149,E620002L,2017-03-04 13:49:28
150,E620002L,2017-03-04 14:59:41
151,E630224L,2017-03-04 15:10:24
152,E620002L,2017-03-04 15:16:52
153,E620003L,2017-03-04 15:20:39
154,E620029L,2017-03-04 15:20:39
155,E620002L,2017-03-04 15:26:41
156,E630224L,2017-03-04 15:54:17
157,E620002L,2017-03-04 16:03:47
158,E620002L,2017-03-04 21:19:46
159,E620003L,2017-03-05 01:29:14
160,E620029L,2017-03-05 01:29:14
161,E601043L,2017-03-05 01:29:41
162,E620003L,2017-03-05 02:46:08
163,E620029L,2017-03-05 02:46:10
164,E601043L,2017-03-05 02:46:18
165,E620003L,2017-03-05 02:55:51
166,E620029L,2017-03-05 02:55:52
167,E601043L,2017-03-05 02:56:13
168,E620002L,2017-03-05 07:11:50
169,E620002L,2017-03-05 07:21:16
170,E620002L,2017-03-05 07:25:18
171,E620032L,2017-03-06 07:06:03
172,E620002L,2017-03-06 07:48:52
173,E620002L,2017-03-06 08:08:53
174,E620002L,2017-03-06 08:23:25
175,E620002L,2017-03-06 08:39:18
176,E630224L,2017-03-06 09:31:48
177,E630227L,2017-03-06 09:45:25
178,E620002L,2017-03-06 10:00:53
179,E630222L,2017-03-06 10:02:55
180,E630227L,2017-03-06 10:06:39
181,E630222L,2017-03-06 10:16:16
182,E630227L,2017-03-06 10:28:36
183,E620002L,2017-03-06 10:41:13
184,E620002L,2017-03-06 10:46:45
185,E620002L,2017-03-06 10:59:59
186,E620002L,2017-03-06 11:03:36
187,E620002L,2017-03-06 11:08:39
188,E620002L,2017-03-06 11:10:44
189,E620002L,2017-03-06 11:23:36
190,E620002L,2017-03-06 11:28:43
191,E620002L,2017-03-06 11:32:19
192,E620002L,2017-03-06 11:37:18
193,E620003L,2017-03-06 11:55:34
194,E620029L,2017-03-06 11:55:34
195,E550903L,2017-03-06 11:56:06
196,E620003L,2017-03-06 12:27:51
197,E620029L,2017-03-06 12:27:51
198,E550903L,2017-03-06 12:27:57
199,E620002L,2017-03-06 12:47:58
200,E620003L,2017-03-06 13:28:12
201,E620029L,2017-03-06 13:28:13
202,E550903L,2017-03-06 13:28:17
203,E620002L,2017-03-06 13:44:12
204,E620002L,2017-03-06 13:47:42
205,E620002L,2017-03-06 14:17:18
206,E620002L,2017-03-06 14:27:57
207,E620002L,2017-03-06 14:31:00
208,E630224L,2017-03-06 14:40:40
209,E620002L,2017-03-06 15:15:16
210,E620002L,2017-03-06 15:44:02
211,E630224L,2017-03-06 15:48:27
212,E630227L,2017-03-06 16:07:33
213,E601043L,2017-03-06 18:15:33
214,E620029L,2017-03-06 18:15:33
215,E620002L,2017-03-06 18:27:51
216,E620002L,2017-03-06 18:31:23
217,E620002L,2017-03-06 18:40:39
218,E630224L,2017-03-06 18:42:38
220,E620029L,2017-03-06 18:45:33
219,E620003L,2017-03-06 18:45:33
221,E602017L,2017-03-06 21:04:33
222,E620002L,2017-03-06 21:07:49
223,E630227L,2017-03-06 21:48:39
224,E620002L,2017-03-07 16:00:26
225,E620002L,2017-03-07 16:04:01
226,E620002L,2017-03-07 16:08:36
227,E620002L,2017-03-07 16:21:54
228,E620003L,2017-03-07 21:54:50
229,E620029L,2017-03-07 21:54:50
230,E601043L,2017-03-07 21:55:14
231,E620002L,2017-03-07 21:55:39
232,E620002L,2017-03-07 22:28:15
233,E620003L,2017-03-07 23:25:50
234,E620029L,2017-03-07 23:25:53
235,E601043L,2017-03-07 23:26:05
236,E620002L,2017-03-08 01:42:51
237,E630227L,2017-03-08 01:49:10
238,E851132L,2017-03-08 01:49:21
239,E620002L,2017-03-08 01:49:28
240,E620002L,2017-03-08 01:51:48
241,E620002L,2017-03-08 01:57:51
242,E601043L,2017-03-08 02:15:13
243,E851214L,2017-03-08 02:17:07
244,E601043L,2017-03-08 02:25:46
245,E851214L,2017-03-08 02:25:47
246,E620002L,2017-03-08 02:46:27
247,E620002L,2017-03-08 07:34:38
248,E620002L,2017-03-08 07:38:21
249,E620002L,2017-03-08 07:53:49
250,E530801L,2017-03-08 07:55:40
251,E620002L,2017-03-08 07:59:42
252,E530801L,2017-03-08 08:02:04
253,E630261L,2017-03-08 08:06:33
254,E620002L,2017-03-08 08:15:46
255,E620002L,2017-03-08 08:20:01
256,E620002L,2017-03-08 09:00:32
257,E620002L,2017-03-08 09:25:36
258,E620002L,2017-03-08 09:27:40
259,E620002L,2017-03-08 09:30:36
260,E630227L,2017-03-08 09:40:41
261,E620002L,2017-03-08 10:17:47
262,E620002L,2017-03-08 20:50:52
263,E620002L,2017-03-08 20:58:59
264,E620002L,2017-03-08 21:08:09
265,E630222L,2017-03-08 21:19:20
267,E620029L,2017-03-08 23:37:28
266,E601043L,2017-03-08 23:37:28
268,E630224L,2017-03-09 03:44:15
269,E851079L,2017-03-09 03:44:16
270,E630224L,2017-03-09 07:16:26
271,E630224L,2017-03-09 07:32:09
272,E620003L,2017-03-09 09:08:37
273,E620029L,2017-03-09 09:08:38
274,E550903L,2017-03-09 09:09:35
275,E630234L,2017-03-09 09:30:32
276,E630222L,2017-03-09 09:38:28
277,E620002L,2017-03-09 10:00:20
278,E620002L,2017-03-09 10:16:33
279,E620002L,2017-03-09 10:41:46
280,E620002L,2017-03-09 11:00:41
281,E620002L,2017-03-09 11:04:52
282,E620002L,2017-03-09 11:17:21
283,E620002L,2017-03-09 11:52:28
284,E630224L,2017-03-09 12:28:43
285,E620002L,2017-03-09 12:29:12
286,E630267L,2017-03-09 12:30:53
287,E620002L,2017-03-09 12:31:34
288,E620002L,2017-03-09 12:44:16
289,E620002L,2017-03-09 12:48:17
290,E620002L,2017-03-09 13:17:59
291,E601043L,2017-03-09 13:37:11
292,E620029L,2017-03-09 13:37:11
293,E620002L,2017-03-09 13:55:32
294,E620002L,2017-03-09 14:15:56
295,E620002L,2017-03-09 14:45:05
296,E620002L,2017-03-09 14:48:33
297,E620002L,2017-03-09 14:51:45
298,E620003L,2017-03-09 15:10:46
299,E620029L,2017-03-09 15:10:49
300,E601043L,2017-03-09 15:11:11
301,E620002L,2017-03-09 15:23:59
302,E620002L,2017-03-09 15:36:25
303,E620003L,2017-03-09 16:16:13
304,E620029L,2017-03-09 16:16:13
305,E550903L,2017-03-09 16:16:31
306,E620002L,2017-03-09 16:18:08
307,E620002L,2017-03-09 17:27:26
308,E620002L,2017-03-09 17:34:41
309,E601043L,2017-03-09 19:04:07
310,E620029L,2017-03-09 19:04:07
311,E620002L,2017-03-09 19:12:24
312,E620002L,2017-03-09 20:20:19
313,E620002L,2017-03-09 20:59:21
314,E620002L,2017-03-09 23:22:07
315,E620002L,2017-03-10 10:29:40
316,E620002L,2017-03-10 11:00:00
317,E620002L,2017-03-10 12:30:56
318,E620002L,2017-03-10 12:37:15
319,E620003L,2017-03-10 13:38:46
320,E620029L,2017-03-10 13:38:47
321,E550903L,2017-03-10 13:38:52
322,E620002L,2017-03-10 13:38:57
323,E601043L,2017-03-10 14:08:55
324,E620029L,2017-03-10 14:08:55
325,E620002L,2017-03-10 15:13:54
326,E620002L,2017-03-10 15:51:44
327,E620003L,2017-03-10 16:57:13
328,E620029L,2017-03-10 16:57:13
329,E601043L,2017-03-10 16:57:43
330,E620002L,2017-03-10 16:58:25
331,E620002L,2017-03-10 17:13:51
332,E620002L,2017-03-10 22:13:25
333,E620002L,2017-03-10 22:16:38
334,E620002L,2017-03-10 22:21:40
335,E620002L,2017-03-10 22:37:14
336,E630261L,2017-03-10 22:55:39
337,E620002L,2017-03-11 00:26:12
338,E620002L,2017-03-11 01:14:00
339,E620002L,2017-03-11 01:25:37
340,E630261L,2017-03-11 02:28:18
341,E620002L,2017-03-11 02:35:15
342,E620002L,2017-03-11 02:49:50
343,E620002L,2017-03-11 03:45:25
344,E620002L,2017-03-11 04:11:33
345,E620002L,2017-03-11 04:14:50
346,E620002L,2017-03-11 05:26:27
347,E620002L,2017-03-11 05:28:59
348,E620002L,2017-03-11 05:42:13
349,E620002L,2017-03-11 05:44:15
350,E620032L,2017-03-13 07:15:23
351,E620002L,2017-03-13 12:23:57
352,E620002L,2017-03-13 12:37:27
353,E620002L,2017-03-13 12:40:30
354,E620003L,2017-03-13 15:18:13
355,E620029L,2017-03-13 15:18:17
356,E601043L,2017-03-13 15:18:18
357,E620002L,2017-03-13 18:41:13
358,E620002L,2017-03-13 19:04:06
359,E630227L,2017-03-13 19:21:13
360,E630227L,2017-03-13 19:37:43
361,E620002L,2017-03-14 00:53:58
362,E620002L,2017-03-14 00:56:26
363,E620002L,2017-03-14 01:09:59
364,E630227L,2017-03-14 05:11:47
365,E601043L,2017-03-14 05:11:49
366,E851079L,2017-03-14 05:11:50
367,E630227L,2017-03-14 05:19:14
368,E630224L,2017-03-14 06:02:57
369,E620002L,2017-03-14 16:52:35
370,E620002L,2017-03-14 16:54:42
371,E620029L,2017-03-14 16:55:12
372,E620002L,2017-03-14 16:57:38
373,E630222L,2017-03-14 17:59:34
374,E630227L,2017-03-14 18:13:15
375,E620002L,2017-03-15 05:40:10
376,E620002L,2017-03-15 13:48:21
377,E620002L,2017-03-15 13:51:51
378,E601043L,2017-03-15 14:23:43
379,E851213L,2017-03-15 14:23:46
380,E851213L,2017-03-15 14:35:20
381,E620002L,2017-03-15 14:35:44
382,E620002L,2017-03-15 14:40:09
383,E620002L,2017-03-15 14:43:10
384,E620002L,2017-03-15 14:52:56
385,E610030L,2017-03-15 14:56:12
386,E620002L,2017-03-15 15:03:29
387,E610030L,2017-03-15 15:07:05
388,E620003L,2017-03-15 15:40:35
389,E620029L,2017-03-15 15:40:35
390,E550903L,2017-03-15 15:40:39
391,E620002L,2017-03-15 21:00:36
392,E602017L,2017-03-15 21:31:02
393,E620002L,2017-03-15 21:39:11
394,E630227L,2017-03-15 21:51:47
395,E630227L,2017-03-15 22:06:07
396,E630227L,2017-03-15 22:11:12
397,E620002L,2017-03-15 22:14:27
398,E630227L,2017-03-15 22:26:18
399,E620002L,2017-03-15 22:38:58
400,E620002L,2017-03-15 22:56:09
401,E630227L,2017-03-15 23:23:04
402,E630227L,2017-03-15 23:43:12
403,E620002L,2017-03-15 23:55:10
404,E620002L,2017-03-15 23:57:22
405,E630227L,2017-03-16 00:00:00
406,E620002L,2017-03-16 00:15:03
407,E602017L,2017-03-16 00:20:31
408,E620002L,2017-03-16 00:21:06
409,E620002L,2017-03-16 00:27:59
410,E630261L,2017-03-16 00:32:09
411,E620002L,2017-03-16 03:06:29
412,E620002L,2017-03-16 03:17:01
413,E620002L,2017-03-16 03:33:43
414,E601043L,2017-03-16 03:52:10
415,E620029L,2017-03-16 03:52:10
416,E620002L,2017-03-16 03:52:59
417,E602017L,2017-03-16 08:38:46
418,E620002L,2017-03-16 08:39:19
419,E620002L,2017-03-16 08:43:39
420,E620002L,2017-03-16 08:45:41
421,E630261L,2017-03-16 09:15:11
422,E550610L,2017-03-16 10:07:27
423,E602017L,2017-03-16 10:53:37
424,E620002L,2017-03-16 10:56:49
425,E620002L,2017-03-16 11:00:32
426,E620002L,2017-03-16 11:08:48
427,E630227L,2017-03-16 11:22:02
428,E620002L,2017-03-16 11:23:04
429,E620002L,2017-03-16 12:48:16
430,E620002L,2017-03-16 12:57:31
431,E620002L,2017-03-16 13:04:34
432,E620002L,2017-03-16 14:04:57
433,E620002L,2017-03-16 14:30:30
434,E620002L,2017-03-16 16:03:27
435,E620002L,2017-03-16 16:36:01
436,E620002L,2017-03-16 16:48:20
437,E620002L,2017-03-16 16:51:46
438,E620002L,2017-03-16 16:57:43
439,E620003L,2017-03-16 17:19:42
440,E620029L,2017-03-16 17:19:42
441,E601043L,2017-03-16 17:19:47
442,E620002L,2017-03-16 17:19:55
443,E630224L,2017-03-16 17:23:48
444,E620002L,2017-03-16 21:16:42
445,E620002L,2017-03-16 21:23:33
446,E630261L,2017-03-16 22:23:55
447,E601043L,2017-03-16 22:23:58
448,E851079L,2017-03-16 22:23:59
449,E620002L,2017-03-17 01:09:51
450,E620002L,2017-03-17 01:26:51
451,E620002L,2017-03-17 05:13:49
452,E630222L,2017-03-17 06:23:40
453,E620002L,2017-03-17 06:39:35
454,E620002L,2017-03-17 07:18:41
455,E630261L,2017-03-17 07:53:14
456,E620002L,2017-03-17 12:09:51
457,E620002L,2017-03-17 12:17:24
458,E620002L,2017-03-17 12:34:04
459,E620002L,2017-03-17 12:42:44
460,E620002L,2017-03-17 12:45:24
461,E620002L,2017-03-17 13:21:48
462,E620002L,2017-03-17 13:24:45
463,E630224L,2017-03-17 14:40:58
464,E601043L,2017-03-17 14:40:59
465,E620002L,2017-03-17 14:42:15
466,E620002L,2017-03-17 14:50:53
467,E620002L,2017-03-17 14:53:12
468,E620002L,2017-03-17 14:55:30
469,E630227L,2017-03-17 15:16:21
470,E620002L,2017-03-17 15:16:34
471,E630235L,2017-03-17 15:33:20
472,E620002L,2017-03-17 15:34:14
473,E630227L,2017-03-17 15:58:11
474,E630224L,2017-03-17 17:03:17
475,E630227L,2017-03-17 17:26:32
476,E630235L,2017-03-17 17:36:51
477,E620002L,2017-03-17 18:00:56
478,E620002L,2017-03-17 18:28:21
479,E620002L,2017-03-17 18:31:49
480,E620002L,2017-03-17 19:24:04
481,E620002L,2017-03-17 19:28:42
482,E610030L,2017-03-17 19:41:41
483,E620002L,2017-03-17 19:42:11
484,E610030L,2017-03-17 19:47:20
485,E620002L,2017-03-17 19:51:26
486,E620002L,2017-03-17 20:00:55
487,E610030L,2017-03-17 20:04:07
488,E610030L,2017-03-17 20:17:10
489,E620002L,2017-03-17 20:17:42
490,E620002L,2017-03-17 20:22:12
491,E630224L,2017-03-17 20:26:24
492,E601043L,2017-03-17 20:30:08
493,E620029L,2017-03-17 20:30:08
494,E602017L,2017-03-17 20:32:37
495,E610030L,2017-03-17 20:42:03
496,E620002L,2017-03-17 20:52:22
497,E610030L,2017-03-17 20:55:06
498,E630224L,2017-03-17 21:01:31
499,E630224L,2017-03-17 21:16:10
500,E630224L,2017-03-17 21:23:13
501,E620002L,2017-03-17 21:23:34
502,E630222L,2017-03-18 00:27:17
503,E620002L,2017-03-18 00:27:51
504,E630224L,2017-03-18 02:11:13
505,E620002L,2017-03-18 02:17:57
506,E620002L,2017-03-18 05:04:53
507,E620002L,2017-03-18 05:07:19
508,E620002L,2017-03-18 06:46:54
509,E620002L,2017-03-18 07:14:29
510,E620002L,2017-03-18 07:19:53
511,E630224L,2017-03-18 07:31:17
512,E620002L,2017-03-18 09:30:40
513,E620002L,2017-03-18 09:34:40
514,E620002L,2017-03-18 09:43:49
515,E620002L,2017-03-18 09:47:20
516,E630224L,2017-03-18 10:31:01
517,E620002L,2017-03-18 11:13:52
518,E620002L,2017-03-18 12:38:44
519,E620002L,2017-03-18 13:23:28
520,E600017L,2017-03-18 19:31:04
521,E620002L,2017-03-18 19:31:16
522,E550610L,2017-03-18 19:39:54
523,E620002L,2017-03-18 19:41:25
524,E620002L,2017-03-18 19:44:47
525,E550610L,2017-03-18 19:48:12
526,E620002L,2017-03-18 19:48:20
527,E550610L,2017-03-18 20:05:36
528,E620002L,2017-03-18 20:05:50
529,E630224L,2017-03-18 20:21:53
530,E620002L,2017-03-18 23:11:17
531,E620002L,2017-03-18 23:19:20
532,E620002L,2017-03-20 08:59:37
533,E620002L,2017-03-20 16:47:22
534,E620002L,2017-03-20 16:49:39
535,E600017L,2017-03-20 17:14:51
536,E620003L,2017-03-20 17:43:45
537,E620029L,2017-03-20 17:43:46
538,E550903L,2017-03-20 17:45:12
539,E620002L,2017-03-21 00:35:14
540,E620002L,2017-03-21 00:41:15
541,E620002L,2017-03-21 01:39:12
542,E620002L,2017-03-21 02:41:53
543,E620002L,2017-03-21 05:15:00
544,E610060L,2017-03-21 05:36:31
545,E620003L,2017-03-21 06:01:36
546,E620029L,2017-03-21 06:01:36
547,E550903L,2017-03-21 06:01:58
548,E630224L,2017-03-21 09:14:24
549,E620002L,2017-03-21 09:14:50
550,E620002L,2017-03-21 09:31:11
551,E620002L,2017-03-21 09:33:15
552,E620002L,2017-03-21 11:09:54
553,E620002L,2017-03-21 11:43:11
554,E630227L,2017-03-21 12:07:31
555,E630224L,2017-03-21 13:45:41
556,E620002L,2017-03-21 13:48:35
557,E620002L,2017-03-21 13:50:41
558,E630227L,2017-03-21 15:29:06
559,E630224L,2017-03-21 16:16:27
560,E620002L,2017-03-22 00:03:47
561,E601043L,2017-03-22 01:15:32
562,E620029L,2017-03-22 01:15:32
563,E620002L,2017-03-22 08:34:25
564,E620002L,2017-03-22 08:37:27
565,E620002L,2017-03-22 09:11:39
566,E630224L,2017-03-22 12:01:16
567,E620002L,2017-03-22 12:19:17
568,E620002L,2017-03-22 12:32:02
569,E620003L,2017-03-22 19:10:51
570,E620029L,2017-03-22 19:10:54
571,E601043L,2017-03-22 19:11:14
572,E620002L,2017-03-22 19:43:01
573,E620003L,2017-03-22 22:34:46
574,E620029L,2017-03-22 22:34:47
575,E550903L,2017-03-22 22:35:36
576,E602017L,2017-03-22 22:40:00
577,E630224L,2017-03-23 03:52:26
578,E630227L,2017-03-23 03:53:42
579,E620002L,2017-03-23 03:58:35
580,E630227L,2017-03-23 04:05:10
581,E620002L,2017-03-23 07:30:03
582,E620002L,2017-03-23 07:41:46
583,E620002L,2017-03-23 07:46:12
584,E620002L,2017-03-23 08:01:00
585,E620002L,2017-03-23 08:12:33
586,E620002L,2017-03-23 08:16:31
587,E620002L,2017-03-23 08:21:13
588,E602017L,2017-03-23 08:46:51
589,E620002L,2017-03-23 08:56:06
590,E620002L,2017-03-23 09:02:07
591,E620002L,2017-03-23 09:04:11
592,E630224L,2017-03-23 09:25:56
593,E620002L,2017-03-23 10:32:55
594,E620002L,2017-03-23 10:36:04
595,E620002L,2017-03-23 14:06:11
596,E620002L,2017-03-23 14:11:20
597,E620002L,2017-03-23 19:20:52
598,E620002L,2017-03-23 19:25:57
599,E620002L,2017-03-23 19:43:40
600,E620002L,2017-03-23 20:08:05
601,E620002L,2017-03-23 22:01:05
602,E620002L,2017-03-23 22:38:58
603,E601043L,2017-03-24 00:50:14
604,E620029L,2017-03-24 00:50:15
605,E620002L,2017-03-24 00:57:50
606,E620002L,2017-03-24 01:37:07
607,E620002L,2017-03-24 02:19:56
608,E620002L,2017-03-24 02:24:32
609,E851132L,2017-03-24 02:32:48
610,E561002L,2017-03-24 02:37:29
611,E851132L,2017-03-24 02:38:46
612,E851132L,2017-03-24 02:45:46
613,E620002L,2017-03-24 02:47:04
614,E620002L,2017-03-24 05:09:29
615,E620002L,2017-03-24 06:48:25
616,E620002L,2017-03-24 08:17:37
617,E620002L,2017-03-24 08:33:53
618,E620002L,2017-03-24 08:55:34
619,E620002L,2017-03-24 09:07:47
620,E620003L,2017-03-24 09:44:44
621,E620029L,2017-03-24 09:44:44
622,E550903L,2017-03-24 09:47:02
623,E601043L,2017-03-24 10:30:26
624,E620029L,2017-03-24 10:30:26
625,E620002L,2017-03-24 11:42:44
626,E620002L,2017-03-24 11:49:11
627,E620002L,2017-03-24 17:46:04
628,E620002L,2017-03-24 17:51:29
629,E620002L,2017-03-24 17:54:36
630,E620003L,2017-03-24 20:37:14
632,E601043L,2017-03-24 20:37:18
631,E620029L,2017-03-24 20:37:18
633,E620002L,2017-03-24 20:38:52
634,E620002L,2017-03-25 00:24:18
635,E620003L,2017-03-25 00:25:54
636,E620029L,2017-03-25 00:25:57
637,E601043L,2017-03-25 00:26:18
638,E620002L,2017-03-25 00:26:36
639,E620002L,2017-03-25 02:18:12
640,E620002L,2017-03-25 02:22:08
641,E620002L,2017-03-25 02:28:47
642,E620002L,2017-03-25 02:33:04
643,E620003L,2017-03-25 03:20:28
644,E620029L,2017-03-25 03:20:28
645,E550903L,2017-03-25 03:21:27
646,E602017L,2017-03-25 04:49:47
647,E630261L,2017-03-25 15:19:25
648,E620002L,2017-03-25 16:28:25
649,E630261L,2017-03-25 22:06:34
650,E620002L,2017-03-25 23:35:42
651,E620003L,2017-03-26 00:44:18
652,E620029L,2017-03-26 00:44:19
653,E550903L,2017-03-26 00:44:46
654,E620002L,2017-03-26 00:46:10
655,E620032L,2017-03-27 08:18:12
656,E620002L,2017-03-27 09:00:19
657,E620002L,2017-03-27 10:28:15
658,E620002L,2017-03-27 10:30:42
659,E602017L,2017-03-27 13:37:00
660,E620002L,2017-03-27 13:37:22
661,E620003L,2017-03-27 16:16:59
662,E620029L,2017-03-27 16:16:59
663,E550903L,2017-03-27 16:17:09
664,E620002L,2017-03-27 16:17:31
665,E620002L,2017-03-27 16:24:04
666,E620002L,2017-03-27 16:26:38
667,E620002L,2017-03-27 16:34:06
668,E620002L,2017-03-27 16:55:09
669,E620002L,2017-03-27 17:16:14
670,E602017L,2017-03-27 18:04:05
671,E620002L,2017-03-27 18:04:30
672,E620002L,2017-03-27 18:16:06
673,E602017L,2017-03-27 18:20:34
674,E620003L,2017-03-27 20:08:21
675,E620029L,2017-03-27 20:08:22
676,E601043L,2017-03-27 20:09:06
677,E620003L,2017-03-27 20:19:55
678,E620029L,2017-03-27 20:19:57
679,E601043L,2017-03-27 20:20:03
680,E602017L,2017-03-27 20:24:57
681,E620002L,2017-03-27 20:41:35
682,E620002L,2017-03-27 20:46:40
683,E620002L,2017-03-27 23:18:15
684,E620002L,2017-03-27 23:37:53
685,E620002L,2017-03-28 00:10:02
686,E620002L,2017-03-28 04:44:11
687,E620002L,2017-03-28 04:52:50
688,E620002L,2017-03-28 06:37:52
689,E620003L,2017-03-28 08:08:05
690,E620029L,2017-03-28 08:08:07
691,E601043L,2017-03-28 08:13:26
692,E620002L,2017-03-28 08:13:43
693,E620029L,2017-03-28 08:16:37
694,E620002L,2017-03-28 08:23:28
695,E602017L,2017-03-28 08:35:46
696,E620002L,2017-03-28 08:36:03
697,E620002L,2017-03-28 09:11:47
