,ErrCode,StartTime
203,E602017L,2017-03-10 18:31:08
204,E620002L,2017-03-10 18:38:23
205,E620002L,2017-03-10 19:02:44
206,E620002L,2017-03-11 00:21:19
207,E630222L,2017-03-11 04:44:48
208,E620002L,2017-03-11 05:24:48
209,E620032L,2017-03-13 07:16:08
210,E620002L,2017-03-13 08:52:14
211,E620003L,2017-03-13 10:21:38
212,E620029L,2017-03-13 10:21:38
213,E550903L,2017-03-13 10:21:48
214,E620002L,2017-03-13 10:24:36
215,E620003L,2017-03-13 11:33:37
216,E620029L,2017-03-13 11:33:37
217,E601043L,2017-03-13 11:37:28
218,E620003L,2017-03-13 12:07:07
219,E620029L,2017-03-13 12:07:07
220,E620002L,2017-03-13 12:24:33
221,E620002L,2017-03-13 12:30:05
222,E620002L,2017-03-13 12:38:28
223,E630227L,2017-03-13 12:43:31
224,E620002L,2017-03-13 18:46:42
225,E620002L,2017-03-13 18:55:46
226,E630235L,2017-03-13 19:21:03
227,E620002L,2017-03-13 19:22:17
228,E630235L,2017-03-13 19:37:06
229,E620003L,2017-03-14 00:18:26
230,E620029L,2017-03-14 00:18:29
231,E601043L,2017-03-14 00:18:39
232,E630224L,2017-03-14 00:42:34
233,E620002L,2017-03-14 00:51:34
234,E620002L,2017-03-14 00:54:12
235,E630261L,2017-03-14 01:52:36
236,E630261L,2017-03-14 05:07:19
237,E630261L,2017-03-14 05:19:10
238,E630235L,2017-03-14 05:38:58
239,E630261L,2017-03-14 05:52:38
240,E630261L,2017-03-14 05:58:49
241,E630235L,2017-03-14 06:02:50
242,E620003L,2017-03-14 16:34:01
243,E620029L,2017-03-14 16:34:02
244,E550903L,2017-03-14 16:34:15
245,E620002L,2017-03-14 16:35:23
246,E630261L,2017-03-14 17:51:11
247,E620003L,2017-03-14 19:39:15
248,E620029L,2017-03-14 19:39:16
249,E550903L,2017-03-14 19:39:29
250,E620002L,2017-03-15 05:38:24
251,E620003L,2017-03-15 12:19:43
252,E620029L,2017-03-15 12:19:43
253,E550903L,2017-03-15 12:20:07
254,E620002L,2017-03-15 16:35:44
255,E602017L,2017-03-15 16:47:36
256,E620002L,2017-03-15 19:03:54
257,E602017L,2017-03-15 20:44:57
258,E620002L,2017-03-15 20:54:29
259,E620002L,2017-03-15 21:00:20
260,E630227L,2017-03-15 21:14:51
261,E630227L,2017-03-15 21:34:09
262,E630227L,2017-03-15 21:41:26
263,E620002L,2017-03-15 21:41:40
264,E630227L,2017-03-15 21:48:03
265,E620002L,2017-03-15 21:48:24
266,E630261L,2017-03-15 21:58:25
267,E630227L,2017-03-15 22:06:08
268,E630227L,2017-03-15 22:16:39
269,E620002L,2017-03-15 22:24:58
270,E630234L,2017-03-15 23:03:59
271,E630233L,2017-03-15 23:40:10
272,E620002L,2017-03-15 23:44:42
273,E630235L,2017-03-15 23:59:40
274,E620002L,2017-03-16 00:04:31
275,E620002L,2017-03-16 00:17:42
276,E620002L,2017-03-16 03:10:17
277,E620002L,2017-03-16 03:14:19
278,E620002L,2017-03-16 03:24:38
279,E620002L,2017-03-16 03:29:03
280,E620002L,2017-03-16 14:19:57
281,E602017L,2017-03-16 14:37:22
282,E601043L,2017-03-16 14:53:10
283,E620003L,2017-03-16 14:53:11
284,E620029L,2017-03-16 14:53:11
285,E620002L,2017-03-16 15:57:37
286,E620002L,2017-03-16 16:13:11
287,E620002L,2017-03-16 16:20:48
288,E620002L,2017-03-16 16:23:00
289,E630261L,2017-03-16 17:54:27
290,E620002L,2017-03-16 18:13:46
291,E630235L,2017-03-16 18:23:26
292,E620002L,2017-03-16 18:24:55
293,E630235L,2017-03-16 18:31:20
294,E630234L,2017-03-17 00:02:04
295,E601043L,2017-03-17 08:34:10
296,E620029L,2017-03-17 08:34:10
297,E620002L,2017-03-17 08:36:58
298,E620002L,2017-03-17 11:54:22
299,E620002L,2017-03-17 12:29:35
300,E630261L,2017-03-17 13:51:54
301,E620003L,2017-03-17 13:58:00
302,E620029L,2017-03-17 13:58:01
303,E620002L,2017-03-17 14:04:55
304,E620002L,2017-03-17 14:10:51
305,E620002L,2017-03-17 14:31:16
306,E630261L,2017-03-17 15:06:54
307,E630261L,2017-03-17 15:15:28
308,E630235L,2017-03-17 15:44:44
309,E630235L,2017-03-17 15:52:37
310,E620002L,2017-03-17 15:53:02
311,E630261L,2017-03-17 15:57:51
312,E630261L,2017-03-17 16:10:08
313,E630235L,2017-03-17 17:04:09
314,E620002L,2017-03-17 17:55:52
315,E620002L,2017-03-17 18:49:30
316,E620029L,2017-03-17 19:23:26
317,E601043L,2017-03-17 19:24:06
318,E620002L,2017-03-17 19:51:24
319,E620002L,2017-03-17 19:57:21
320,E620002L,2017-03-17 20:01:24
321,E620002L,2017-03-17 20:07:51
322,E620002L,2017-03-18 00:28:30
323,E620002L,2017-03-18 01:56:43
324,E620002L,2017-03-18 03:03:38
325,E620002L,2017-03-18 03:13:32
326,E600017L,2017-03-18 04:46:42
327,E620002L,2017-03-18 05:00:13
328,E620002L,2017-03-18 05:04:19
329,E620002L,2017-03-18 06:52:43
330,E602017L,2017-03-18 08:24:12
331,E620002L,2017-03-18 08:25:07
332,E602017L,2017-03-18 09:01:00
333,E620002L,2017-03-18 09:22:36
334,E620002L,2017-03-18 09:30:46
335,E620002L,2017-03-18 09:33:33
336,E620002L,2017-03-18 09:36:21
337,E620003L,2017-03-18 10:01:52
338,E620029L,2017-03-18 10:01:52
339,E601043L,2017-03-18 10:02:07
340,E620002L,2017-03-18 10:02:28
341,E620002L,2017-03-18 11:07:56
342,E620002L,2017-03-18 11:12:01
343,E620002L,2017-03-18 12:26:45
344,E630224L,2017-03-18 12:35:04
345,E620002L,2017-03-18 12:38:36
346,E620002L,2017-03-18 23:15:19
347,E620002L,2017-03-18 23:19:45
348,E620002L,2017-03-18 23:23:23
349,E602017L,2017-03-18 23:55:16
350,E602017L,2017-03-19 03:10:59
351,E620002L,2017-03-19 03:11:12
352,E620029L,2017-03-19 03:11:15
353,E620002L,2017-03-20 08:47:00
354,E620002L,2017-03-20 09:01:11
355,E620002L,2017-03-20 11:22:39
356,E620002L,2017-03-20 11:25:34
357,E620002L,2017-03-20 11:35:42
358,E620002L,2017-03-20 12:26:13
359,E610060L,2017-03-20 15:49:01
360,E620002L,2017-03-20 15:50:03
361,E610060L,2017-03-20 16:04:55
362,E620002L,2017-03-20 16:05:39
363,E610060L,2017-03-20 16:34:29
364,E620002L,2017-03-20 16:35:21
365,E620002L,2017-03-20 16:41:38
366,E620002L,2017-03-20 16:53:13
367,E620002L,2017-03-21 00:37:40
368,E620002L,2017-03-21 09:10:25
369,E620003L,2017-03-21 10:29:38
370,E620029L,2017-03-21 10:29:41
371,E601043L,2017-03-21 10:29:48
372,E630224L,2017-03-21 13:32:20
373,E620002L,2017-03-21 13:32:34
374,E620002L,2017-03-21 13:39:59
375,E630222L,2017-03-21 14:00:45
376,E630261L,2017-03-21 14:15:45
377,E630267L,2017-03-21 14:17:26
378,E620002L,2017-03-21 14:18:37
379,E630261L,2017-03-21 15:28:38
380,E620002L,2017-03-21 15:55:08
381,E620008L,2017-03-21 17:34:04
382,E550000L,2017-03-21 17:34:21
383,E620002L,2017-03-21 17:35:36
384,E620002L,2017-03-21 17:37:38
385,E620002L,2017-03-21 17:40:55
386,E602017L,2017-03-21 23:17:39
387,E620002L,2017-03-21 23:56:56
388,E620002L,2017-03-22 00:05:04
389,E620002L,2017-03-22 02:31:01
390,E630261L,2017-03-22 04:08:30
391,E620002L,2017-03-22 04:09:04
392,E630235L,2017-03-22 04:33:32
393,E630235L,2017-03-22 04:51:03
394,E630261L,2017-03-22 06:14:51
395,E630261L,2017-03-22 06:39:04
396,E620002L,2017-03-22 06:39:47
397,E630261L,2017-03-22 07:55:00
398,E620002L,2017-03-22 08:26:34
399,E620002L,2017-03-22 08:29:09
400,E620002L,2017-03-22 08:31:45
401,E620002L,2017-03-22 08:34:44
402,E620002L,2017-03-22 08:36:59
403,E620002L,2017-03-22 10:45:47
404,E630224L,2017-03-22 11:41:52
405,E620002L,2017-03-22 11:42:38
406,E620002L,2017-03-22 12:01:48
407,E620002L,2017-03-22 12:07:03
408,E620003L,2017-03-22 22:30:05
409,E620029L,2017-03-22 22:30:06
410,E550903L,2017-03-22 22:30:20
411,E620002L,2017-03-22 22:57:27
412,E620002L,2017-03-22 23:13:14
413,E620002L,2017-03-22 23:15:19
414,E620003L,2017-03-23 00:14:49
415,E620029L,2017-03-23 00:14:53
416,E601043L,2017-03-23 00:15:51
417,E620002L,2017-03-23 00:18:37
418,E620003L,2017-03-23 01:23:39
419,E620029L,2017-03-23 01:23:43
420,E601043L,2017-03-23 01:24:10
421,E620002L,2017-03-23 01:25:28
422,E620002L,2017-03-23 02:02:50
423,E620002L,2017-03-23 03:22:21
424,E620002L,2017-03-23 03:28:42
425,E620002L,2017-03-23 03:38:38
426,E630235L,2017-03-23 04:06:09
427,E550650L,2017-03-23 04:51:06
428,E550640L,2017-03-23 05:04:40
429,E550640L,2017-03-23 05:19:16
430,E610038L,2017-03-23 05:21:02
431,E620002L,2017-03-23 05:22:31
432,E550640L,2017-03-23 05:26:46
433,E550660L,2017-03-23 05:29:20
434,E620002L,2017-03-23 05:31:54
435,E530024L,2017-03-23 05:51:35
436,E550620L,2017-03-23 05:55:05
437,E620002L,2017-03-23 05:55:16
438,E550660L,2017-03-23 05:56:47
439,E610038L,2017-03-23 06:01:00
440,E620002L,2017-03-23 06:01:58
441,E620002L,2017-03-23 06:04:35
442,E530024L,2017-03-23 06:07:00
443,E550650L,2017-03-23 06:18:34
444,E620002L,2017-03-23 07:49:35
445,E620002L,2017-03-23 10:07:50
446,E630235L,2017-03-23 10:18:55
447,E630224L,2017-03-23 11:05:51
448,E620002L,2017-03-23 19:11:45
449,E630224L,2017-03-23 20:32:28
450,E602017L,2017-03-23 20:40:28
451,E620002L,2017-03-23 20:45:58
452,E620002L,2017-03-23 20:48:45
453,E620002L,2017-03-23 21:06:52
454,E620002L,2017-03-23 22:29:29
455,E620002L,2017-03-24 01:30:45
456,E620002L,2017-03-24 02:06:29
458,E620029L,2017-03-24 02:10:42
457,E620003L,2017-03-24 02:10:42
459,E620002L,2017-03-24 05:02:12
460,E620002L,2017-03-24 06:52:42
461,E620002L,2017-03-24 08:19:42
462,E620002L,2017-03-24 08:24:05
463,E620002L,2017-03-24 17:54:36
464,E620002L,2017-03-24 18:35:31
465,E620002L,2017-03-24 18:46:56
466,E620003L,2017-03-25 00:36:06
467,E620029L,2017-03-25 00:36:06
468,E550903L,2017-03-25 00:36:27
469,E620002L,2017-03-25 01:11:12
470,E620002L,2017-03-25 02:05:53
471,E620002L,2017-03-25 04:15:43
472,E602017L,2017-03-25 05:30:08
473,E620002L,2017-03-25 05:53:59
474,E630235L,2017-03-25 06:21:58
475,E620002L,2017-03-25 06:23:14
476,E620003L,2017-03-25 06:26:44
477,E620029L,2017-03-25 06:26:46
478,E601043L,2017-03-25 06:27:03
479,E620002L,2017-03-25 06:27:11
480,E620003L,2017-03-25 08:17:03
481,E620029L,2017-03-25 08:17:06
482,E601043L,2017-03-25 08:18:39
483,E620002L,2017-03-25 11:54:49
485,E620029L,2017-03-25 13:21:17
484,E620003L,2017-03-25 13:21:17
486,E601043L,2017-03-25 13:21:21
487,E620032L,2017-03-27 08:19:14
488,E620002L,2017-03-27 08:51:22
489,E620002L,2017-03-27 10:11:50
490,E602017L,2017-03-27 13:29:43
491,E620002L,2017-03-27 13:30:47
492,E620002L,2017-03-27 13:35:19
493,E620002L,2017-03-27 19:46:27
494,E620002L,2017-03-27 20:23:45
495,E620002L,2017-03-27 21:51:47
496,E620002L,2017-03-28 00:03:41
497,E630261L,2017-03-28 00:21:19
498,E630261L,2017-03-28 01:23:31
499,E630261L,2017-03-28 03:27:21
500,E620003L,2017-03-28 04:17:18
501,E620029L,2017-03-28 04:17:18
502,E550903L,2017-03-28 04:17:50
503,E620003L,2017-03-28 04:20:28
504,E601043L,2017-03-28 04:20:35
505,E620002L,2017-03-28 04:21:33
506,E630261L,2017-03-28 05:03:01
507,E620002L,2017-03-28 06:23:38
508,E620002L,2017-03-28 06:33:14
509,E602017L,2017-03-28 08:22:56
510,E630235L,2017-03-28 11:51:51
511,E620002L,2017-03-28 11:54:10
512,E620002L,2017-03-28 14:41:22
513,E620003L,2017-03-28 15:41:11
514,E620029L,2017-03-28 15:41:12
515,E550903L,2017-03-28 15:41:20
516,E620002L,2017-03-28 15:42:14
517,E620002L,2017-03-28 15:48:36
518,E630261L,2017-03-28 16:47:24
519,E602017L,2017-03-28 21:23:12
520,E620002L,2017-03-28 21:26:34
521,E620002L,2017-03-28 21:54:37
522,E620002L,2017-03-28 22:20:48
523,E620002L,2017-03-28 22:35:18
524,E630261L,2017-03-28 23:00:34
525,E630221L,2017-03-28 23:05:17
526,E620002L,2017-03-28 23:05:28
527,E630224L,2017-03-28 23:09:00
528,E620002L,2017-03-28 23:14:32
529,E620002L,2017-03-28 23:32:55
530,E630261L,2017-03-29 02:01:42
531,E630223L,2017-03-29 02:03:30
532,E630261L,2017-03-29 02:30:05
533,E620002L,2017-03-29 02:31:55
534,E620002L,2017-03-29 02:34:32
535,E620002L,2017-03-29 04:00:14
536,E620002L,2017-03-29 04:28:24
537,E630261L,2017-03-29 06:47:52
538,E620002L,2017-03-29 08:37:06
539,E620002L,2017-03-29 08:49:57
540,E630261L,2017-03-29 09:15:10
541,E620002L,2017-03-29 16:26:12
542,E630261L,2017-03-29 16:54:57
543,E620002L,2017-03-29 17:35:41
544,E601043L,2017-03-29 18:19:53
545,E620003L,2017-03-29 18:19:53
546,E620029L,2017-03-29 18:19:53
547,E620002L,2017-03-29 18:20:41
548,E620002L,2017-03-29 18:27:54
549,E620002L,2017-03-29 18:30:01
550,E630222L,2017-03-29 18:57:17
551,E620002L,2017-03-29 19:09:37
552,E620002L,2017-03-29 19:13:10
553,E620002L,2017-03-29 19:16:13
554,E620002L,2017-03-29 19:18:40
555,E630227L,2017-03-29 19:25:52
556,E630227L,2017-03-29 19:31:33
557,E630235L,2017-03-29 19:44:46
558,E630267L,2017-03-29 20:00:05
559,E620002L,2017-03-29 20:00:20
560,E630261L,2017-03-29 20:04:37
561,E630261L,2017-03-29 20:11:06
562,E620002L,2017-03-29 20:13:07
563,E620002L,2017-03-29 21:07:39
564,E620002L,2017-03-29 21:25:01
565,E620002L,2017-03-29 21:28:12
566,E620002L,2017-03-29 22:45:35
567,E620002L,2017-03-29 23:01:04
568,E620002L,2017-03-30 04:39:18
569,E620002L,2017-03-30 04:47:09
570,E630235L,2017-03-30 05:22:07
571,E630235L,2017-03-30 05:30:08
572,E630224L,2017-03-30 08:01:07
573,E620003L,2017-03-30 08:14:42
574,E620029L,2017-03-30 08:14:42
575,E550903L,2017-03-30 08:14:52
576,E620002L,2017-03-30 08:28:49
577,E620002L,2017-03-30 08:31:40
578,E620002L,2017-03-30 09:46:42
579,E630227L,2017-03-30 10:54:24
580,E620002L,2017-03-30 10:54:37
581,E630261L,2017-03-30 11:02:52
582,E620002L,2017-03-30 11:46:08
583,E620002L,2017-03-30 11:55:12
584,E620002L,2017-03-30 12:09:15
585,E620002L,2017-03-30 12:11:28
586,E620002L,2017-03-30 12:34:08
587,E620002L,2017-03-30 13:44:36
588,E620002L,2017-03-31 10:08:01
589,E620002L,2017-03-31 10:23:01
590,E620003L,2017-03-31 11:09:37
591,E620029L,2017-03-31 11:09:40
592,E601043L,2017-03-31 11:09:41
593,E620002L,2017-03-31 11:10:29
594,E620002L,2017-03-31 18:06:36
595,E620002L,2017-03-31 18:28:56
596,E602017L,2017-03-31 18:34:02
597,E620002L,2017-03-31 18:34:15
598,E630227L,2017-03-31 20:39:06
599,E620002L,2017-03-31 20:53:59
600,E620002L,2017-03-31 20:58:17
601,E630261L,2017-04-01 00:19:21
602,E630261L,2017-04-01 01:19:27
603,E620002L,2017-04-01 18:20:13
604,E620008L,2017-04-01 23:07:15
605,E550000L,2017-04-01 23:07:20
606,E620008L,2017-04-01 23:33:05
607,E550000L,2017-04-01 23:33:18
608,E620002L,2017-04-01 23:38:05
609,E620002L,2017-04-01 23:43:58
610,E550610L,2017-04-02 00:06:13
611,E550610L,2017-04-02 00:18:58
612,E550610L,2017-04-02 00:25:15
613,E620002L,2017-04-02 00:26:03
614,E550610L,2017-04-02 00:32:11
615,E550630L,2017-04-02 02:47:54
616,E620002L,2017-04-02 02:59:19
617,E620002L,2017-04-02 03:06:33
618,E620002L,2017-04-05 08:46:52
619,E620003L,2017-04-05 10:24:06
620,E620029L,2017-04-05 10:24:06
621,E550903L,2017-04-05 10:24:12
622,E620002L,2017-04-05 10:24:42
623,E630235L,2017-04-05 12:51:18
624,E620002L,2017-04-05 12:51:52
625,E620002L,2017-04-05 14:06:27
626,E620002L,2017-04-05 15:39:47
627,E620002L,2017-04-05 15:41:54
628,E620002L,2017-04-05 15:44:44
629,E620002L,2017-04-05 15:55:56
630,E620002L,2017-04-05 17:55:08
631,E620002L,2017-04-05 18:12:34
632,E601043L,2017-04-05 18:35:41
633,E620029L,2017-04-05 18:35:41
634,E620002L,2017-04-05 19:06:05
635,E620002L,2017-04-05 20:45:58
636,E620002L,2017-04-06 03:38:55
637,E630261L,2017-04-06 04:03:40
638,E610051L,2017-04-06 07:38:15
639,E620002L,2017-04-06 07:38:56
640,E620002L,2017-04-06 07:41:01
641,E620002L,2017-04-06 08:34:13
642,E620002L,2017-04-06 09:38:37
643,E620002L,2017-04-06 09:44:19
644,E620002L,2017-04-06 13:02:48
645,E630224L,2017-04-06 14:08:18
646,E620002L,2017-04-06 14:08:32
647,E620002L,2017-04-06 14:12:16
648,E602017L,2017-04-06 16:46:10
649,E620003L,2017-04-06 16:51:48
650,E620029L,2017-04-06 16:51:49
651,E550903L,2017-04-06 16:54:40
652,E620002L,2017-04-06 17:14:46
653,E620002L,2017-04-06 22:18:53
654,E630261L,2017-04-06 23:43:55
655,E620002L,2017-04-07 01:23:59
656,E620002L,2017-04-07 01:32:11
657,E630261L,2017-04-07 02:12:26
658,E630261L,2017-04-07 02:29:09
659,E630261L,2017-04-07 02:54:54
660,E630261L,2017-04-07 03:06:06
661,E630224L,2017-04-07 03:42:33
662,E630261L,2017-04-07 03:58:46
663,E620002L,2017-04-07 03:59:08
664,E620002L,2017-04-07 04:01:43
665,E620002L,2017-04-07 05:58:22
666,E620002L,2017-04-07 06:13:28
667,E630261L,2017-04-07 07:27:28
668,E630261L,2017-04-07 07:35:18
669,E630261L,2017-04-07 07:51:22
670,E620002L,2017-04-07 09:37:20
671,E620002L,2017-04-07 09:40:25
672,E550620L,2017-04-07 11:02:18
673,E630261L,2017-04-09 01:27:07
674,E620032L,2017-04-10 07:59:00
675,E620002L,2017-04-10 08:48:43
676,E620002L,2017-04-10 09:03:21
677,E620002L,2017-04-10 09:06:17
678,E630224L,2017-04-10 09:19:42
679,E620002L,2017-04-10 10:01:11
680,E630261L,2017-04-10 10:16:12
681,E630261L,2017-04-10 10:23:03
682,E620002L,2017-04-10 10:47:55
683,E620003L,2017-04-10 11:02:27
684,E620029L,2017-04-10 11:02:27
685,E550903L,2017-04-10 11:04:11
686,E550640L,2017-04-10 13:06:24
687,E620002L,2017-04-10 13:06:45
688,E630261L,2017-04-10 13:18:33
689,E620002L,2017-04-10 14:54:43
690,E630261L,2017-04-10 16:22:11
691,E620003L,2017-04-10 16:25:46
692,E620029L,2017-04-10 16:25:47
693,E601043L,2017-04-10 16:26:02
694,E630261L,2017-04-10 16:37:35
695,E630261L,2017-04-10 17:57:50
696,E630261L,2017-04-10 18:25:47
697,E630261L,2017-04-10 19:01:48
