,ErrCode,StartTime
57,E620002L,2017-03-04 12:46:38
58,E620002L,2017-03-04 12:49:31
59,E620002L,2017-03-04 12:52:14
60,E620002L,2017-03-04 13:00:49
61,E620002L,2017-03-04 15:55:08
62,E620002L,2017-03-05 08:06:06
63,E620032L,2017-03-06 07:05:33
64,E620002L,2017-03-06 07:52:52
65,E630235L,2017-03-06 08:41:20
66,E630235L,2017-03-06 09:03:12
67,E630235L,2017-03-06 09:09:37
68,E620002L,2017-03-06 09:10:22
69,E630235L,2017-03-06 11:31:04
70,E620002L,2017-03-06 11:31:40
71,E630235L,2017-03-06 11:36:09
72,E620002L,2017-03-06 11:36:28
73,E620002L,2017-03-06 12:19:52
74,E620002L,2017-03-06 14:38:51
75,E630227L,2017-03-06 15:04:43
76,E620002L,2017-03-06 15:04:54
77,E630227L,2017-03-06 15:10:39
78,E620002L,2017-03-06 15:12:47
79,E630227L,2017-03-06 15:54:09
80,E630227L,2017-03-06 16:01:07
81,E620002L,2017-03-06 17:23:36
82,E630235L,2017-03-06 18:26:59
83,E620002L,2017-03-06 18:27:38
84,E620002L,2017-03-06 21:01:40
85,E620002L,2017-03-06 21:13:00
86,E620002L,2017-03-07 16:04:24
87,E630227L,2017-03-07 16:17:24
88,E630227L,2017-03-07 16:24:26
89,E620003L,2017-03-07 17:19:43
90,E620029L,2017-03-07 17:19:47
91,E601043L,2017-03-07 17:19:52
92,E620002L,2017-03-07 17:20:52
93,E620002L,2017-03-07 22:05:43
94,E620002L,2017-03-07 22:11:17
95,E620002L,2017-03-07 22:55:13
96,E620002L,2017-03-08 01:18:52
97,E620002L,2017-03-08 07:17:41
98,E620002L,2017-03-08 07:20:52
99,E620002L,2017-03-08 07:50:31
100,E620002L,2017-03-08 08:02:44
101,E620002L,2017-03-08 08:14:32
102,E620002L,2017-03-08 09:00:26
103,E620002L,2017-03-08 09:10:31
104,E630227L,2017-03-08 09:54:20
105,E630227L,2017-03-08 10:01:47
106,E630235L,2017-03-08 11:58:01
107,E620002L,2017-03-08 11:58:44
108,E630235L,2017-03-08 14:33:15
109,E620002L,2017-03-08 14:33:29
110,E630235L,2017-03-08 14:56:31
111,E620002L,2017-03-08 14:56:43
112,E620003L,2017-03-08 20:56:51
113,E620029L,2017-03-08 20:56:51
114,E550903L,2017-03-08 20:56:59
115,E630235L,2017-03-08 21:57:40
116,E620002L,2017-03-08 21:58:27
117,E630235L,2017-03-09 03:18:39
118,E630233L,2017-03-09 09:02:17
119,E620002L,2017-03-09 09:02:26
120,E620002L,2017-03-09 09:19:47
121,E630224L,2017-03-09 09:45:58
122,E620002L,2017-03-09 09:55:36
123,E620002L,2017-03-09 14:54:36
124,E620002L,2017-03-09 14:57:08
125,E630235L,2017-03-09 15:19:58
126,E620002L,2017-03-09 15:20:09
127,E630235L,2017-03-09 18:20:22
128,E620002L,2017-03-09 18:36:28
129,E620002L,2017-03-10 08:03:25
130,E620003L,2017-03-10 11:39:40
131,E620029L,2017-03-10 11:39:41
132,E620002L,2017-03-10 11:39:47
133,E620003L,2017-03-10 11:49:54
134,E620029L,2017-03-10 11:49:54
135,E550903L,2017-03-10 11:50:46
136,E630235L,2017-03-10 11:56:16
137,E620002L,2017-03-10 14:38:20
138,E620002L,2017-03-10 14:53:46
139,E620002L,2017-03-10 15:03:38
140,E620002L,2017-03-10 15:06:09
141,E620002L,2017-03-10 15:13:37
142,E620002L,2017-03-10 15:16:01
143,E620002L,2017-03-10 21:54:10
144,E620002L,2017-03-10 21:57:58
145,E620002L,2017-03-11 00:48:21
146,E620002L,2017-03-11 00:57:43
147,E620002L,2017-03-11 01:08:02
148,E620002L,2017-03-11 01:16:40
149,E620002L,2017-03-11 03:40:11
150,E620002L,2017-03-11 03:45:04
151,E620002L,2017-03-11 04:11:44
152,E620002L,2017-03-11 04:13:54
153,E620002L,2017-03-11 04:17:18
154,E620002L,2017-03-11 04:33:34
155,E620002L,2017-03-11 04:44:20
156,E620002L,2017-03-11 05:23:22
157,E620002L,2017-03-11 05:27:48
158,E620032L,2017-03-13 07:14:46
159,E602017L,2017-03-13 11:30:08
160,E620002L,2017-03-13 12:21:51
161,E630261L,2017-03-13 12:40:39
162,E620003L,2017-03-13 12:50:03
163,E620029L,2017-03-13 12:50:03
164,E550903L,2017-03-13 12:50:12
165,E620002L,2017-03-13 12:50:41
166,E620002L,2017-03-14 00:46:21
167,E620002L,2017-03-14 00:53:32
168,E620029L,2017-03-14 08:04:50
169,E601043L,2017-03-14 08:05:01
170,E620003L,2017-03-15 06:56:59
171,E620029L,2017-03-15 06:57:00
172,E550903L,2017-03-15 06:57:20
173,E630267L,2017-03-15 16:53:21
174,E620002L,2017-03-15 16:54:07
175,E620002L,2017-03-15 20:50:53
176,E620002L,2017-03-15 20:56:50
177,E620002L,2017-03-15 21:06:05
178,E630235L,2017-03-15 21:18:44
179,E630267L,2017-03-15 21:21:42
180,E620002L,2017-03-15 21:22:27
181,E620002L,2017-03-15 21:25:42
182,E630235L,2017-03-15 21:40:59
183,E630235L,2017-03-15 21:48:48
184,E630267L,2017-03-15 21:59:05
185,E630235L,2017-03-15 22:10:22
186,E620002L,2017-03-15 22:10:36
187,E620002L,2017-03-16 00:05:24
188,E620002L,2017-03-16 03:10:02
189,E620002L,2017-03-16 03:15:16
190,E620002L,2017-03-16 03:17:51
191,E620002L,2017-03-16 03:21:24
192,E550640L,2017-03-16 05:29:35
193,E550650L,2017-03-16 05:30:49
194,E550640L,2017-03-16 05:34:46
195,E610038L,2017-03-16 05:35:37
196,E620002L,2017-03-16 05:36:46
197,E620002L,2017-03-16 05:38:55
198,E630224L,2017-03-16 06:08:56
199,E620002L,2017-03-16 10:54:48
200,E630261L,2017-03-16 11:22:58
201,E630235L,2017-03-16 11:34:49
202,E620002L,2017-03-16 11:35:34
203,E620003L,2017-03-16 11:59:21
204,E620029L,2017-03-16 11:59:25
205,E601043L,2017-03-16 11:59:29
206,E620003L,2017-03-16 17:47:07
207,E620029L,2017-03-16 17:47:07
208,E601043L,2017-03-16 17:47:30
209,E620002L,2017-03-16 17:53:00
210,E620002L,2017-03-16 18:07:50
211,E620002L,2017-03-16 18:12:59
212,E630221L,2017-03-16 20:20:15
213,E620002L,2017-03-16 20:20:49
214,E620003L,2017-03-17 00:38:59
215,E620029L,2017-03-17 00:39:02
216,E601043L,2017-03-17 00:39:12
217,E620002L,2017-03-17 00:39:39
218,E602017L,2017-03-17 00:56:52
219,E620002L,2017-03-17 01:01:28
220,E620002L,2017-03-17 01:04:06
221,E620002L,2017-03-17 11:43:31
222,E620002L,2017-03-17 11:46:15
223,E620002L,2017-03-17 13:43:51
224,E630235L,2017-03-17 15:29:22
225,E620002L,2017-03-17 15:29:38
226,E630223L,2017-03-17 16:31:31
227,E620002L,2017-03-17 16:49:35
228,E620002L,2017-03-17 16:52:28
229,E620002L,2017-03-17 16:56:45
230,E630235L,2017-03-17 17:32:26
231,E620002L,2017-03-17 17:33:29
232,E602017L,2017-03-17 17:48:43
233,E620002L,2017-03-17 17:48:57
234,E620002L,2017-03-17 17:52:06
235,E620002L,2017-03-17 17:57:32
236,E620002L,2017-03-17 18:03:39
237,E630235L,2017-03-18 01:04:51
238,E630235L,2017-03-18 01:32:15
239,E620002L,2017-03-18 01:32:45
240,E630235L,2017-03-18 01:40:07
241,E630227L,2017-03-18 01:42:41
242,E620002L,2017-03-18 01:53:40
243,E620002L,2017-03-18 01:59:42
244,E620002L,2017-03-18 02:02:14
245,E620002L,2017-03-18 02:04:43
246,E602017L,2017-03-18 02:31:34
247,E620002L,2017-03-18 02:56:13
248,E620002L,2017-03-18 04:42:46
249,E620002L,2017-03-18 04:46:06
250,E620002L,2017-03-18 04:52:48
251,E630261L,2017-03-18 06:18:48
252,E620002L,2017-03-18 07:19:45
253,E550610L,2017-03-18 11:33:36
254,E620002L,2017-03-18 11:34:53
255,E620003L,2017-03-18 11:51:07
256,E620029L,2017-03-18 11:51:10
257,E601043L,2017-03-18 11:51:20
258,E620002L,2017-03-18 12:02:56
259,E620029L,2017-03-19 02:31:14
260,E601043L,2017-03-19 02:31:50
261,E620002L,2017-03-20 08:41:26
262,E620002L,2017-03-20 08:48:38
263,E620002L,2017-03-20 08:55:28
264,E620002L,2017-03-20 11:11:23
265,E620002L,2017-03-20 11:13:51
266,E620002L,2017-03-20 11:18:30
267,E620002L,2017-03-20 11:26:47
268,E620002L,2017-03-20 11:33:15
269,E620002L,2017-03-20 11:53:45
270,E620002L,2017-03-20 12:21:24
271,E620002L,2017-03-20 12:24:18
272,E630227L,2017-03-20 17:10:32
273,E620002L,2017-03-21 00:29:42
274,E620002L,2017-03-21 00:36:17
275,E620002L,2017-03-21 00:39:03
276,E630227L,2017-03-21 01:00:46
277,E630224L,2017-03-21 01:02:39
278,E630227L,2017-03-21 01:15:46
279,E610061L,2017-03-21 04:07:07
280,E610024L,2017-03-21 04:08:32
281,E620002L,2017-03-21 04:09:11
282,E620002L,2017-03-21 04:11:28
283,E620002L,2017-03-21 04:13:51
284,E610061L,2017-03-21 04:15:52
285,E620002L,2017-03-21 04:16:26
286,E620002L,2017-03-21 04:19:26
287,E610024L,2017-03-21 04:20:22
288,E620002L,2017-03-21 04:22:18
289,E620029L,2017-03-21 04:23:53
290,E620002L,2017-03-21 04:31:43
291,E610038L,2017-03-21 04:36:33
292,E620002L,2017-03-21 04:37:27
293,E620002L,2017-03-21 04:41:01
294,E620002L,2017-03-21 09:02:47
295,E620002L,2017-03-21 09:16:18
296,E620002L,2017-03-21 11:13:24
297,E610060L,2017-03-21 11:22:50
298,E620002L,2017-03-21 12:07:33
299,E620002L,2017-03-21 12:46:17
300,E620002L,2017-03-21 13:16:45
301,E620002L,2017-03-22 02:25:42
302,E620002L,2017-03-22 08:18:50
303,E620002L,2017-03-22 08:20:59
304,E620002L,2017-03-22 08:25:00
305,E620002L,2017-03-22 08:29:30
306,E620002L,2017-03-22 08:48:44
307,E630235L,2017-03-22 08:54:33
308,E620002L,2017-03-22 08:55:36
309,E630235L,2017-03-22 09:04:41
310,E601043L,2017-03-22 09:04:50
311,E620002L,2017-03-22 11:31:47
312,E620002L,2017-03-22 11:39:50
313,E620002L,2017-03-22 11:49:20
314,E620002L,2017-03-22 12:04:15
315,E630227L,2017-03-22 12:13:28
316,E620002L,2017-03-22 22:48:30
317,E620002L,2017-03-22 22:54:21
318,E620002L,2017-03-22 23:07:23
319,E620002L,2017-03-23 05:22:35
320,E620002L,2017-03-23 07:23:03
321,E620002L,2017-03-23 07:36:45
322,E620002L,2017-03-23 10:09:35
323,E620003L,2017-03-23 11:02:04
324,E620029L,2017-03-23 11:02:04
325,E601043L,2017-03-23 11:02:11
326,E610030L,2017-03-23 11:05:36
327,E610030L,2017-03-23 11:13:15
328,E610030L,2017-03-23 11:21:17
329,E620002L,2017-03-23 11:23:58
330,E610024L,2017-03-23 11:26:05
331,E620002L,2017-03-23 11:57:14
332,E620002L,2017-03-23 12:03:37
333,E630261L,2017-03-23 12:12:02
334,E620003L,2017-03-23 13:55:57
335,E620029L,2017-03-23 13:55:57
336,E620002L,2017-03-23 13:57:52
337,E620002L,2017-03-23 14:00:14
338,E620002L,2017-03-23 14:04:44
339,E620002L,2017-03-23 18:47:11
340,E630222L,2017-03-23 18:55:44
341,E620003L,2017-03-23 18:59:36
342,E620029L,2017-03-23 18:59:36
343,E601043L,2017-03-23 19:01:29
344,E620002L,2017-03-23 20:41:13
345,E620002L,2017-03-24 01:38:30
346,E620002L,2017-03-24 01:55:18
347,E620002L,2017-03-24 02:02:12
348,E620002L,2017-03-24 06:35:44
349,E620002L,2017-03-24 07:12:57
350,E630227L,2017-03-24 07:21:07
351,E620002L,2017-03-24 08:14:48
352,E620002L,2017-03-24 11:00:17
353,E620002L,2017-03-24 11:14:59
354,E630227L,2017-03-24 11:20:37
355,E620002L,2017-03-24 11:21:24
356,E630261L,2017-03-24 16:23:34
357,E620002L,2017-03-24 17:39:33
358,E620002L,2017-03-25 02:07:41
359,E620002L,2017-03-25 03:52:33
360,E620002L,2017-03-25 03:55:33
361,E620002L,2017-03-25 05:42:07
362,E630261L,2017-03-25 06:22:23
363,E620003L,2017-03-26 01:18:40
364,E620029L,2017-03-26 01:18:43
365,E601043L,2017-03-26 01:18:46
366,E620032L,2017-03-27 08:17:54
367,E620002L,2017-03-27 08:44:51
368,E630224L,2017-03-27 19:27:10
369,E620002L,2017-03-27 19:38:53
370,E620002L,2017-03-27 20:14:48
371,E620002L,2017-03-27 20:51:34
372,E620002L,2017-03-27 21:07:52
373,E620002L,2017-03-27 21:33:45
374,E620002L,2017-03-27 21:37:02
375,E620002L,2017-03-27 21:54:12
376,E620002L,2017-03-28 04:12:17
377,E630227L,2017-03-28 04:51:16
378,E630227L,2017-03-28 05:00:13
379,E620002L,2017-03-28 06:17:14
380,E620002L,2017-03-28 06:20:20
381,E620002L,2017-03-28 08:20:58
382,E620002L,2017-03-28 08:26:26
383,E630224L,2017-03-28 22:38:05
384,E601043L,2017-03-28 22:58:33
385,E620029L,2017-03-28 22:58:33
386,E620002L,2017-03-28 23:07:02
387,E620002L,2017-03-28 23:10:14
388,E620002L,2017-03-28 23:13:31
389,E620002L,2017-03-28 23:16:00
390,E620002L,2017-03-29 04:02:42
391,E620002L,2017-03-29 08:32:26
392,E630227L,2017-03-29 09:02:59
393,E601043L,2017-03-29 09:03:12
394,E620002L,2017-03-29 09:03:32
395,E630227L,2017-03-29 10:00:21
396,E620002L,2017-03-29 16:22:39
397,E620002L,2017-03-29 17:51:52
398,E620002L,2017-03-29 18:38:00
399,E630235L,2017-03-29 19:33:14
400,E620002L,2017-03-29 21:09:42
401,E620002L,2017-03-30 04:33:12
402,E620002L,2017-03-30 04:37:35
403,E620002L,2017-03-30 06:11:07
404,E620002L,2017-03-30 06:15:06
405,E620003L,2017-03-30 07:48:14
406,E620029L,2017-03-30 07:48:15
407,E550903L,2017-03-30 07:49:57
408,E620002L,2017-03-30 07:59:27
409,E620002L,2017-03-30 08:15:11
410,E620002L,2017-03-30 09:32:07
411,E620002L,2017-03-30 11:53:12
412,E620002L,2017-03-30 13:29:31
413,E630235L,2017-03-31 08:19:13
414,E630235L,2017-03-31 08:37:37
415,E620002L,2017-03-31 08:38:06
416,E630235L,2017-03-31 08:51:03
417,E620002L,2017-03-31 08:51:37
418,E630235L,2017-03-31 08:56:05
419,E620003L,2017-03-31 12:52:20
420,E620029L,2017-03-31 12:52:20
421,E601043L,2017-03-31 12:52:48
422,E620002L,2017-03-31 12:53:10
423,E610024L,2017-03-31 13:03:48
424,E620002L,2017-03-31 13:07:53
425,E620002L,2017-03-31 13:36:44
426,E620002L,2017-03-31 13:39:00
427,E630261L,2017-03-31 20:40:35
428,E620002L,2017-03-31 20:54:44
429,E620002L,2017-04-01 07:10:50
430,E620002L,2017-04-02 02:49:43
431,E620002L,2017-04-02 03:09:22
432,E620002L,2017-04-05 13:55:59
433,E620002L,2017-04-05 17:40:24
434,E620002L,2017-04-05 18:08:22
435,E601043L,2017-04-05 20:09:33
436,E620029L,2017-04-05 20:09:33
437,E620002L,2017-04-05 20:16:21
438,E620002L,2017-04-05 20:24:48
439,E620002L,2017-04-05 20:31:01
440,E620002L,2017-04-05 20:33:31
441,E620002L,2017-04-06 03:26:48
442,E620002L,2017-04-06 03:29:10
443,E620002L,2017-04-06 08:16:18
444,E620002L,2017-04-06 08:19:59
445,E620002L,2017-04-06 13:33:14
446,E620002L,2017-04-06 13:38:46
447,E620002L,2017-04-06 18:19:40
448,E620002L,2017-04-06 18:24:32
449,E620002L,2017-04-06 21:44:46
450,E620002L,2017-04-06 21:56:35
451,E620002L,2017-04-06 22:22:33
452,E620002L,2017-04-07 03:42:27
453,E620002L,2017-04-07 03:48:44
454,E620002L,2017-04-07 06:12:02
455,E620002L,2017-04-07 06:14:10
456,E620002L,2017-04-09 07:10:50
457,E620032L,2017-04-10 07:57:32
458,E620002L,2017-04-10 08:33:29
459,E620002L,2017-04-10 09:23:19
460,E620002L,2017-04-10 21:31:52
461,E620002L,2017-04-10 21:37:01
462,E620002L,2017-04-10 21:50:21
463,E620003L,2017-04-10 22:26:47
464,E620029L,2017-04-10 22:26:47
465,E550903L,2017-04-10 22:28:31
466,E620002L,2017-04-10 22:29:55
467,E620003L,2017-04-10 22:32:50
468,E620029L,2017-04-10 22:32:54
469,E601043L,2017-04-10 22:32:57
470,E620002L,2017-04-11 01:30:09
471,E630227L,2017-04-11 02:10:51
472,E630227L,2017-04-11 02:16:28
473,E620002L,2017-04-11 08:54:57
474,E620002L,2017-04-11 09:10:03
475,E620002L,2017-04-11 16:19:58
476,E630227L,2017-04-11 16:29:13
477,E620002L,2017-04-11 19:08:36
478,E620002L,2017-04-11 19:19:36
479,E620002L,2017-04-12 06:51:43
480,E620002L,2017-04-12 06:57:31
481,E630235L,2017-04-12 12:28:15
482,E620002L,2017-04-12 12:29:05
483,E620002L,2017-04-12 15:42:55
484,E620002L,2017-04-12 17:04:22
485,E620002L,2017-04-12 17:54:11
486,E630261L,2017-04-12 18:01:30
487,E601043L,2017-04-12 18:01:32
488,E630233L,2017-04-12 18:37:17
489,E620002L,2017-04-12 18:37:29
490,E620002L,2017-04-12 18:59:31
491,E620002L,2017-04-12 21:58:28
492,E630227L,2017-04-12 22:42:59
493,E620002L,2017-04-12 22:43:17
494,E630227L,2017-04-12 22:54:27
495,E620002L,2017-04-12 22:55:34
496,E620002L,2017-04-12 22:59:35
497,E630227L,2017-04-12 23:05:58
498,E630227L,2017-04-12 23:14:56
499,E620002L,2017-04-13 07:38:47
500,E630267L,2017-04-13 07:53:42
501,E630235L,2017-04-13 08:55:15
502,E620002L,2017-04-13 08:55:29
503,E630235L,2017-04-13 09:36:07
504,E620002L,2017-04-13 09:36:20
505,E620002L,2017-04-13 16:27:32
506,E620002L,2017-04-14 01:22:37
507,E620002L,2017-04-14 02:21:47
508,E630261L,2017-04-14 03:00:47
509,E630222L,2017-04-15 03:20:24
510,E620002L,2017-04-15 03:40:52
511,E620002L,2017-04-15 03:45:35
512,E620002L,2017-04-15 08:45:44
513,E630227L,2017-04-15 09:20:50
514,E620002L,2017-04-15 09:32:36
515,E630227L,2017-04-15 10:01:02
516,E620002L,2017-04-15 10:07:22
517,E630227L,2017-04-15 10:40:27
518,E630224L,2017-04-15 11:21:16
519,E620002L,2017-04-15 12:26:46
520,E620032L,2017-04-17 08:13:15
521,E620002L,2017-04-17 08:43:06
522,E620002L,2017-04-17 08:54:26
523,E630227L,2017-04-17 09:02:58
524,E620002L,2017-04-17 09:04:31
525,E620002L,2017-04-17 09:07:03
526,E630227L,2017-04-17 09:27:13
527,E602017L,2017-04-17 16:45:07
528,E620002L,2017-04-17 16:46:02
529,E620002L,2017-04-18 04:38:11
530,E620002L,2017-04-18 06:23:36
531,E620002L,2017-04-19 00:00:08
532,E630227L,2017-04-19 00:12:02
533,E620002L,2017-04-19 00:12:56
534,E620003L,2017-04-19 07:14:45
535,E601043L,2017-04-19 07:14:51
536,E620029L,2017-04-19 07:14:51
537,E620002L,2017-04-20 08:27:46
538,E630261L,2017-04-20 09:06:47
539,E620029L,2017-04-20 10:22:42
540,E620002L,2017-04-20 10:24:31
541,E620002L,2017-04-20 10:26:53
542,E620002L,2017-04-20 12:08:43
543,E620002L,2017-04-20 12:24:01
544,E620002L,2017-04-20 14:46:30
545,E620002L,2017-04-20 16:00:12
546,E620002L,2017-04-20 20:57:05
547,E620002L,2017-04-21 00:26:14
548,E620002L,2017-04-21 00:43:13
549,E620002L,2017-04-21 00:46:41
550,E620002L,2017-04-21 00:50:36
551,E620002L,2017-04-21 00:53:13
552,E620002L,2017-04-21 06:16:17
553,E620002L,2017-04-21 06:27:52
554,E620002L,2017-04-21 06:54:26
555,E620003L,2017-04-21 08:48:13
556,E620029L,2017-04-21 08:48:14
557,E601043L,2017-04-21 08:50:26
558,E620002L,2017-04-21 10:43:03
559,E630227L,2017-04-21 12:31:31
560,E620002L,2017-04-21 16:49:48
561,E620002L,2017-04-21 16:56:41
562,E630234L,2017-04-21 22:33:36
563,E620002L,2017-04-21 22:45:47
564,E620002L,2017-04-21 22:48:59
565,E620002L,2017-04-21 22:53:21
566,E620002L,2017-04-22 23:03:10
567,E630211L,2017-04-22 23:14:16
568,E620002L,2017-04-22 23:15:26
569,E620003L,2017-04-23 02:33:13
570,E620029L,2017-04-23 02:33:14
571,E601043L,2017-04-23 02:33:20
572,E620002L,2017-04-23 02:34:02
573,E620002L,2017-04-24 12:50:05
574,E620002L,2017-04-24 12:52:14
575,E620002L,2017-04-24 13:04:45
576,E630227L,2017-04-24 13:50:41
577,E620002L,2017-04-25 01:28:33
578,E630227L,2017-04-25 02:35:05
579,E630224L,2017-04-25 02:38:20
580,E630224L,2017-04-25 02:56:01
581,E620002L,2017-04-25 02:56:32
582,E620002L,2017-04-25 05:21:55
583,E620002L,2017-04-25 05:26:43
584,E620002L,2017-04-25 05:33:12
585,E630235L,2017-04-25 05:44:37
586,E620002L,2017-04-25 18:17:31
587,E620002L,2017-04-25 18:26:53
588,E620002L,2017-04-25 18:37:48
589,E620002L,2017-04-25 18:58:50
590,E601043L,2017-04-25 19:06:12
591,E620029L,2017-04-25 19:06:12
592,E620002L,2017-04-26 04:51:26
593,E630261L,2017-04-26 06:23:07
594,E601043L,2017-04-26 06:23:09
595,E620002L,2017-04-26 23:20:21
596,E620002L,2017-04-26 23:29:13
597,E630261L,2017-04-27 12:22:54
598,E630235L,2017-04-27 12:27:57
599,E620002L,2017-04-27 14:54:04
600,E630261L,2017-04-27 15:39:03
601,E630261L,2017-04-27 15:50:19
602,E630235L,2017-04-27 19:54:56
603,E630235L,2017-04-27 20:04:59
604,E630235L,2017-04-27 20:15:22
605,E620002L,2017-04-28 01:49:43
606,E630222L,2017-04-28 07:40:57
607,E620002L,2017-04-28 08:42:26
608,E530001L,2017-04-28 09:00:19
609,E620002L,2017-04-28 09:01:03
610,E620002L,2017-04-28 09:19:38
611,E620002L,2017-04-28 09:23:13
612,E620002L,2017-04-28 10:23:51
613,E620002L,2017-04-28 10:30:47
614,E620003L,2017-04-28 10:39:40
615,E620029L,2017-04-28 10:39:41
616,E601043L,2017-04-28 10:40:09
617,E620002L,2017-04-28 10:40:55
618,E610024L,2017-04-28 10:42:17
619,E620002L,2017-04-28 10:46:10
620,E620002L,2017-04-28 10:52:30
621,E620002L,2017-04-29 01:22:54
622,E620002L,2017-04-29 01:26:03
623,E630261L,2017-04-29 01:34:47
624,E620003L,2017-04-29 01:52:39
625,E620029L,2017-04-29 01:52:39
626,E601043L,2017-04-29 01:52:45
627,E620002L,2017-04-29 03:16:02
628,E620002L,2017-04-29 03:31:45
629,E620002L,2017-04-29 04:25:01
630,E620003L,2017-04-29 04:44:21
631,E620029L,2017-04-29 04:44:22
632,E601043L,2017-04-29 04:44:36
633,E620002L,2017-04-29 04:44:57
634,E620002L,2017-04-29 05:50:36
635,E620002L,2017-05-02 08:41:07
636,E620002L,2017-05-02 08:45:12
637,E620002L,2017-05-02 10:03:45
638,E610061L,2017-05-02 10:16:07
639,E610024L,2017-05-02 10:19:27
640,E620002L,2017-05-02 10:21:48
641,E610061L,2017-05-02 10:25:25
642,E620002L,2017-05-02 10:33:31
643,E620002L,2017-05-02 10:37:05
644,E620002L,2017-05-02 11:54:43
645,E620002L,2017-05-02 11:57:14
646,E620002L,2017-05-02 11:59:23
647,E620002L,2017-05-02 12:27:01
648,E620002L,2017-05-02 12:50:50
649,E620002L,2017-05-02 15:11:11
650,E620002L,2017-05-02 15:13:50
651,E630261L,2017-05-03 02:29:32
652,E620002L,2017-05-03 23:19:27
653,E620003L,2017-05-03 23:35:57
654,E620029L,2017-05-03 23:35:57
655,E620002L,2017-05-03 23:37:48
656,E620002L,2017-05-03 23:51:32
657,E620002L,2017-05-04 06:18:56
658,E620002L,2017-05-04 06:22:02
659,E620002L,2017-05-04 06:50:02
660,E620002L,2017-05-04 06:53:46
661,E620003L,2017-05-04 06:53:50
662,E620029L,2017-05-04 06:53:50
663,E620002L,2017-05-04 08:53:00
664,E620002L,2017-05-04 09:04:25
665,E630227L,2017-05-04 10:44:02
666,E620002L,2017-05-04 12:00:18
667,E630227L,2017-05-04 13:13:34
668,E620002L,2017-05-04 15:12:34
669,E630261L,2017-05-04 15:26:22
670,E630261L,2017-05-04 15:50:35
671,E630261L,2017-05-04 16:13:55
672,E630261L,2017-05-04 17:40:01
673,E620002L,2017-05-04 19:05:47
674,E630224L,2017-05-04 19:22:27
675,E630227L,2017-05-04 19:26:29
676,E620002L,2017-05-04 19:26:54
677,E620002L,2017-05-04 22:14:54
678,E620002L,2017-05-04 22:21:33
679,E620002L,2017-05-04 22:24:17
680,E630261L,2017-05-04 22:28:14
681,E630227L,2017-05-04 22:44:30
682,E630224L,2017-05-04 22:48:06
683,E620002L,2017-05-04 22:48:31
684,E602017L,2017-05-05 03:33:08
685,E620002L,2017-05-05 03:33:33
686,E620002L,2017-05-05 05:24:29
687,E620002L,2017-05-05 08:50:52
688,E620002L,2017-05-05 08:58:54
689,E620002L,2017-05-05 09:07:12
690,E620002L,2017-05-05 09:10:24
692,E620029L,2017-05-05 09:16:01
691,E620003L,2017-05-05 09:16:01
693,E550903L,2017-05-05 09:16:15
694,E620002L,2017-05-05 09:16:22
695,E620002L,2017-05-05 09:34:35
696,E620003L,2017-05-05 10:27:58
697,E620029L,2017-05-05 10:27:58
